study_accession	sample_accession	analysis_accession	analysis_type	tax_id	scientific_name	submitted_ftp
PRJEB26925	SAMN05826742	ERZ833179	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833179/ERZ833179.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833179/SRR4305206.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833179/SRR4305206.bam
PRJEB26925	SAMN05826743	ERZ833188	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833188/SRR4305207.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833188/SRR4305207.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833188/ERZ833188.md5
PRJEB26925	SAMN05826744	ERZ833226	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833226/SRR4305208.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833226/ERZ833226.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833226/SRR4305208.bam.bai
PRJEB26925	SAMN05826745	ERZ833243	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833243/SRR4305209.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833243/ERZ833243.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833243/SRR4305209.bam
PRJEB26925	SAMN05826512	ERZ833252	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833252/SRR4305210.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833252/ERZ833252.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833252/SRR4305210.bam.bai
PRJEB26925	SAMN05826746	ERZ833322	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833322/SRR4305211.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833322/SRR4305211.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833322/ERZ833322.md5
PRJEB26925	SAMN05826747	ERZ833341	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833341/ERZ833341.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833341/SRR4305212.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833341/SRR4305212.bam
PRJEB26925	SAMN05826748	ERZ833385	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833385/ERZ833385.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833385/SRR4305213.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833385/SRR4305213.bam.bai
PRJEB26925	SAMN05826749	ERZ833428	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833428/ERZ833428.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833428/SRR4305214.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833428/SRR4305214.bam
PRJEB26925	SAMN05826750	ERZ833435	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833435/SRR4305215.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833435/SRR4305215.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833435/ERZ833435.md5
PRJEB26925	SAMN05826751	ERZ833447	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833447/ERZ833447.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833447/SRR4305216.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833447/SRR4305216.bam.bai
PRJEB26925	SAMN05826752	ERZ833469	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833469/SRR4305217.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833469/ERZ833469.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833469/SRR4305217.bam.bai
PRJEB26925	SAMN05826753	ERZ833488	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833488/SRR4305218.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833488/SRR4305218.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833488/ERZ833488.md5
PRJEB26925	SAMN05826754	ERZ833495	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833495/SRR4305219.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833495/ERZ833495.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833495/SRR4305219.bam.bai
PRJEB26925	SAMN05826755	ERZ833521	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833521/SRR4305220.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833521/SRR4305220.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833521/ERZ833521.md5
PRJEB26925	SAMN05826513	ERZ833534	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833534/SRR4305221.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833534/SRR4305221.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833534/ERZ833534.md5
PRJEB26925	SAMN05826756	ERZ833619	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833619/SRR4305222.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833619/SRR4305222.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833619/ERZ833619.md5
PRJEB26925	SAMN05826757	ERZ833698	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833698/SRR4305223.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833698/ERZ833698.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833698/SRR4305223.bam
PRJEB26925	SAMN05826758	ERZ833705	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833705/SRR4305224.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833705/ERZ833705.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833705/SRR4305224.bam.bai
PRJEB26925	SAMN05826759	ERZ833712	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833712/ERZ833712.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833712/SRR4305225.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833712/SRR4305225.bam.bai
PRJEB26925	SAMN05826760	ERZ833728	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833728/ERZ833728.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833728/SRR4305226.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833728/SRR4305226.bam.bai
PRJEB26925	SAMN05826761	ERZ833799	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833799/ERZ833799.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833799/SRR4305227.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833799/SRR4305227.bam.bai
PRJEB26925	SAMN05826762	ERZ833812	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833812/ERZ833812.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833812/SRR4305228.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833812/SRR4305228.bam
PRJEB26925	SAMN05826763	ERZ833844	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833844/SRR4305229.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833844/ERZ833844.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833844/SRR4305229.bam.bai
PRJEB26925	SAMN05826764	ERZ833855	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833855/ERZ833855.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833855/SRR4305230.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833855/SRR4305230.bam
PRJEB26925	SAMN05826765	ERZ833860	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833860/ERZ833860.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833860/SRR4305231.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833860/SRR4305231.bam.bai
PRJEB26925	SAMN05826514	ERZ833871	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833871/SRR4305232.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833871/SRR4305232.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833871/ERZ833871.md5
PRJEB26925	SAMN05826766	ERZ833878	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833878/SRR4305233.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833878/ERZ833878.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833878/SRR4305233.bam
PRJEB26925	SAMN05826767	ERZ833892	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833892/SRR4305234.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833892/SRR4305234.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833892/ERZ833892.md5
PRJEB26925	SAMN05826768	ERZ833901	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833901/SRR4305235.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833901/SRR4305235.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833901/ERZ833901.md5
PRJEB26925	SAMN05826769	ERZ833920	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833920/ERZ833920.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833920/SRR4305236.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833920/SRR4305236.bam.bai
PRJEB26925	SAMN05826770	ERZ833928	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833928/SRR4305237.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833928/SRR4305237.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833928/ERZ833928.md5
PRJEB26925	SAMN05826771	ERZ833955	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833955/SRR4305238.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833955/SRR4305238.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833955/ERZ833955.md5
PRJEB26925	SAMN05826772	ERZ833975	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833975/ERZ833975.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833975/SRR4305239.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833975/SRR4305239.bam
PRJEB26925	SAMN05826773	ERZ833986	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833986/ERZ833986.md5;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833986/SRR4305240.bam;ftp.sra.ebi.ac.uk/vol1/ERZ833/ERZ833986/SRR4305240.bam.bai
PRJEB26925	SAMN05826774	ERZ834009	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834009/SRR4305241.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834009/SRR4305241.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834009/ERZ834009.md5
PRJEB26925	SAMN05826775	ERZ834036	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834036/SRR4305242.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834036/SRR4305242.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834036/ERZ834036.md5
PRJEB26925	SAMN05826515	ERZ834043	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834043/ERZ834043.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834043/SRR4305243.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834043/SRR4305243.bam.bai
PRJEB26925	SAMN05826777	ERZ834062	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834062/SRR4305245.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834062/SRR4305245.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834062/ERZ834062.md5
PRJEB26925	SAMN05826778	ERZ834068	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834068/SRR4305246.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834068/ERZ834068.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834068/SRR4305246.bam
PRJEB26925	SAMN05826779	ERZ834080	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834080/SRR4305247.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834080/ERZ834080.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834080/SRR4305247.bam
PRJEB26925	SAMN05826780	ERZ834086	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834086/SRR4305248.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834086/SRR4305248.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834086/ERZ834086.md5
PRJEB26925	SAMN05826781	ERZ834094	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834094/SRR4305249.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834094/SRR4305249.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834094/ERZ834094.md5
PRJEB26925	SAMN05826782	ERZ834112	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834112/SRR4305250.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834112/ERZ834112.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834112/SRR4305250.bam
PRJEB26925	SAMN05826783	ERZ834222	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834222/SRR4305251.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834222/ERZ834222.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834222/SRR4305251.bam
PRJEB26925	SAMN05826784	ERZ834311	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834311/ERZ834311.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834311/SRR4305252.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834311/SRR4305252.bam.bai
PRJEB26925	SAMN05826785	ERZ834346	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834346/SRR4305254.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834346/SRR4305254.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834346/ERZ834346.md5
PRJEB26925	SAMN05826489	ERZ834359	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834359/SRR4305255.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834359/SRR4305255.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834359/ERZ834359.md5
PRJEB26925	SAMN05826516	ERZ834369	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834369/SRR4305256.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834369/ERZ834369.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834369/SRR4305256.bam.bai
PRJEB26925	SAMN05826786	ERZ834390	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834390/SRR4305257.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834390/ERZ834390.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834390/SRR4305257.bam.bai
PRJEB26925	SAMN05826787	ERZ834422	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834422/SRR4305258.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834422/SRR4305258.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834422/ERZ834422.md5
PRJEB26925	SAMN05826788	ERZ834430	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834430/SRR4305259.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834430/SRR4305259.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834430/ERZ834430.md5
PRJEB26925	SAMN05826789	ERZ834437	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834437/SRR4305260.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834437/SRR4305260.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834437/ERZ834437.md5
PRJEB26925	SAMN05826790	ERZ834453	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834453/SRR4305261.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834453/SRR4305261.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834453/ERZ834453.md5
PRJEB26925	SAMN05826791	ERZ834466	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834466/SRR4305262.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834466/SRR4305262.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834466/ERZ834466.md5
PRJEB26925	SAMN05826792	ERZ834503	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834503/SRR4305263.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834503/ERZ834503.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834503/SRR4305263.bam.bai
PRJEB26925	SAMN05826793	ERZ834517	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834517/SRR4305264.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834517/ERZ834517.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834517/SRR4305264.bam
PRJEB26925	SAMN05826794	ERZ834527	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834527/ERZ834527.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834527/SRR4305265.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834527/SRR4305265.bam.bai
PRJEB26925	SAMN05826795	ERZ834558	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834558/ERZ834558.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834558/SRR4305266.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834558/SRR4305266.bam.bai
PRJEB26925	SAMN05826517	ERZ834580	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834580/ERZ834580.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834580/SRR4305267.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834580/SRR4305267.bam
PRJEB26925	SAMN05826797	ERZ834597	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834597/ERZ834597.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834597/SRR4305269.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834597/SRR4305269.bam
PRJEB26925	SAMN05826799	ERZ834608	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834608/SRR4305271.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834608/SRR4305271.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834608/ERZ834608.md5
PRJEB26925	SAMN05826800	ERZ834632	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834632/ERZ834632.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834632/SRR4305272.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834632/SRR4305272.bam
PRJEB26925	SAMN05826801	ERZ834649	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834649/SRR4305273.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834649/ERZ834649.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834649/SRR4305273.bam.bai
PRJEB26925	SAMN05826802	ERZ834658	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834658/SRR4305274.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834658/SRR4305274.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834658/ERZ834658.md5
PRJEB26925	SAMN05826803	ERZ834667	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834667/SRR4305275.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834667/SRR4305275.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834667/ERZ834667.md5
PRJEB26925	SAMN05826804	ERZ834674	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834674/ERZ834674.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834674/SRR4305276.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834674/SRR4305276.bam.bai
PRJEB26925	SAMN05826805	ERZ834682	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834682/SRR4305277.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834682/SRR4305277.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834682/ERZ834682.md5
PRJEB26925	SAMN05826518	ERZ834692	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834692/ERZ834692.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834692/SRR4305278.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834692/SRR4305278.bam.bai
PRJEB26925	SAMN05826806	ERZ834700	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834700/SRR4305279.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834700/SRR4305279.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834700/ERZ834700.md5
PRJEB26925	SAMN05826807	ERZ834728	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834728/SRR4305280.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834728/SRR4305280.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834728/ERZ834728.md5
PRJEB26925	SAMN05826808	ERZ834740	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834740/SRR4305281.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834740/ERZ834740.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834740/SRR4305281.bam
PRJEB26925	SAMN05826809	ERZ834744	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834744/ERZ834744.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834744/SRR4305282.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834744/SRR4305282.bam.bai
PRJEB26925	SAMN05826811	ERZ834755	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834755/SRR4305284.bam;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834755/ERZ834755.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834755/SRR4305284.bam.bai
PRJEB26925	SAMN05826812	ERZ834792	REFERENCE_ALIGNMENT	408170	human gut metagenome	ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834792/ERZ834792.md5;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834792/SRR4305285.bam.bai;ftp.sra.ebi.ac.uk/vol1/ERZ834/ERZ834792/SRR4305285.bam
