Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,title
ERR2493641,ZA4n2R0R,AMPLICON,502,27493034,PRJEB20603,SAMEA1045921,15162701,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2512994,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045921,ERS2352271,ERS2352271,ERP022772,Mother ramet root sample
ERR2493642,za4n2_r01s,AMPLICON,502,29267102,PRJEB20603,SAMEA1045922,16100174,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2512995,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045922,ERS2352272,ERS2352272,ERP022772,First internode on the first stolon of the mother ramet
ERR2493643,za4n2_st01_r1r,AMPLICON,502,25055824,PRJEB20603,SAMEA1045923,13476325,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2512996,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045923,ERS2352273,ERS2352273,ERP022772,First daughter ramet roots on the first stolon
ERR2493644,za4n2_sto1_r1s,AMPLICON,502,36954228,PRJEB20603,SAMEA1045924,19400998,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2512997,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045924,ERS2352274,ERS2352274,ERP022772,Internode of the first daughter ramet on the first stolon
ERR2493645,za4n2_sto1_r2r,AMPLICON,502,31214862,PRJEB20603,SAMEA1045925,16623162,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2512998,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045925,ERS2352275,ERS2352275,ERP022772,Second daughter ramet roots on the first stolon
ERR2493646,za4n2r02s,AMPLICON,502,33835804,PRJEB20603,SAMEA1045926,18814696,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2512999,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045926,ERS2352276,ERS2352276,ERP022772,First Internode on the second stolon of the mother ramet
ERR2493647,za4n2_sto2_r1r,AMPLICON,502,26954388,PRJEB20603,SAMEA1045927,14619901,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2513000,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045927,ERS2352277,ERS2352277,ERP022772,First daughter ramet roots on the second stolon
ERR2493648,za4n2sto2r1s,AMPLICON,502,36621904,PRJEB20603,SAMEA1045928,19935272,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",internode sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2513001,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045928,ERS2352278,ERS2352278,ERP022772,Internode of the first daughter ramet on the second stolon
ERR2493649,za4n2_sto2_r2r,AMPLICON,502,61478936,PRJEB20603,SAMEA1045929,33270673,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",root sample for the ecotype za4n2,ERC000011,2018-04-03,2018-11-16,ERX2513002,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045929,ERS2352279,ERS2352279,ERP022772,Second daughter ramet roots on the second stolon
ERR2493650,t0707,AMPLICON,502,56028220,PRJEB20603,SAMEA1045930,29272232,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",vermiculite and sand sample first control pot,ERC000011,2018-04-03,2018-11-16,ERX2513003,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045930,ERS2352280,ERS2352280,ERP022772,Control pot soil sample 1
ERR2493651,t1406,AMPLICON,502,27875558,PRJEB20603,SAMEA1045931,14993296,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",vermiculite and sand sample second control pot,ERC000011,2018-04-03,2018-11-16,ERX2513004,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045931,ERS2352281,ERS2352281,ERP022772,Control pot soil sample 2
ERR2493652,t1507,AMPLICON,502,31651100,PRJEB20603,SAMEA1045932,16611571,CNRS AND UNIVERSITY OF RENNES 1,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",vermiculite and sand sample third control pot,ERC000011,2018-04-03,2018-11-16,ERX2513005,CNRS and university of Rennes 1,CNRS and university of Rennes 1,2018-04-03T17:03:16Z,2018-04-03T11:06:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,GENOMIC,Glechoma hederacea,ILLUMINA,2018-04-04T00:00:00Z,SAMEA1045932,ERS2352282,ERS2352282,ERP022772,Control pot soil sample 3
